,Relative Gain,Fold,Prototype,Data Dimension,Center Dimension,Data Set
376,-0.013250260925769863,3,eigengene,1,4,salmonella_Liver_susceptible
377,-0.021982320956830947,0,flag_mean,1,4,salmonella_Liver_susceptible
378,0.06557027681876448,1,flag_mean,1,4,salmonella_Liver_susceptible
379,0.017695512582256434,2,flag_mean,1,4,salmonella_Liver_susceptible
380,0.019862146425714267,3,flag_mean,1,4,salmonella_Liver_susceptible
381,0.036881846289028575,1,flag_median,1,4,salmonella_Liver_susceptible
382,0.02212027568044017,2,flag_median,1,4,salmonella_Liver_susceptible
383,0.019862146425714267,3,flag_median,1,4,salmonella_Liver_susceptible
384,-0.9735100741188126,3,eigengene,1,8,salmonella_Liver_susceptible
385,-0.9508198333775955,1,flag_mean,1,8,salmonella_Liver_susceptible
386,-0.005498876928013541,0,flag_mean,2,1,salmonella_Liver_susceptible
387,-0.008199973114842218,1,flag_mean,2,1,salmonella_Liver_susceptible
388,0.02654503877862391,2,flag_mean,2,1,salmonella_Liver_susceptible
389,-0.013250260925769863,3,flag_mean,2,1,salmonella_Liver_susceptible
390,-0.004592635269897727,4,flag_mean,2,1,salmonella_Liver_susceptible
391,-0.02747680229977012,0,flag_median,2,1,salmonella_Liver_susceptible
392,-0.012298320333375967,1,flag_median,2,1,salmonella_Liver_susceptible
393,0.017695512582256434,2,flag_median,2,1,salmonella_Liver_susceptible
394,0.026484627896011137,3,flag_median,2,1,salmonella_Liver_susceptible
395,-0.004592635269897727,4,flag_median,2,1,salmonella_Liver_susceptible
396,-0.02747680229977012,0,flag_mean,2,2,salmonella_Liver_susceptible
397,0.0204884574148938,1,flag_mean,2,2,salmonella_Liver_susceptible
398,0.05309361736772611,2,flag_mean,2,2,salmonella_Liver_susceptible
399,0.026484627896011137,3,flag_mean,2,2,salmonella_Liver_susceptible
400,0.0045816261561864025,4,flag_mean,2,2,salmonella_Liver_susceptible
401,-4.3955850743682134e-06,0,flag_median,2,2,salmonella_Liver_susceptible
402,0.04917688794462971,1,flag_median,2,2,salmonella_Liver_susceptible
403,0.044244091171358635,2,flag_median,2,2,salmonella_Liver_susceptible
404,0.03310710936630801,3,flag_median,2,2,salmonella_Liver_susceptible
405,-0.059638203826400726,4,flag_median,2,2,salmonella_Liver_susceptible
406,-0.02747680229977012,0,flag_mean,2,4,salmonella_Liver_susceptible
407,0.05737358238169721,1,flag_mean,2,4,salmonella_Liver_susceptible
408,0.05309361736772611,2,flag_mean,2,4,salmonella_Liver_susceptible
409,0.04635207230690175,3,flag_mean,2,4,salmonella_Liver_susceptible
410,-0.004592635269897727,4,flag_mean,2,4,salmonella_Liver_susceptible
411,-0.005498876928013541,0,flag_median,2,4,salmonella_Liver_susceptible
412,0.04917688794462971,1,flag_median,2,4,salmonella_Liver_susceptible
413,0.044244091171358635,2,flag_median,2,4,salmonella_Liver_susceptible
414,-5.297985176233588e-06,3,flag_median,2,4,salmonella_Liver_susceptible
415,-0.08257385739161072,4,flag_median,2,4,salmonella_Liver_susceptible
416,-0.4560463470490239,0,flag_mean,2,8,salmonella_Liver_susceptible
417,-0.3524611394716739,1,flag_mean,2,8,salmonella_Liver_susceptible
418,-0.47345319131613695,2,flag_mean,2,8,salmonella_Liver_susceptible
419,-0.1721898162128942,3,flag_mean,2,8,salmonella_Liver_susceptible
420,-0.5596354515479731,4,flag_mean,2,8,salmonella_Liver_susceptible
421,-0.8021986716541906,0,flag_median,2,8,salmonella_Liver_susceptible
422,-0.7745909029806459,1,flag_median,2,8,salmonella_Liver_susceptible
423,-0.7212399248144254,2,flag_median,2,8,salmonella_Liver_susceptible
424,-0.6754984079554545,3,flag_median,2,8,salmonella_Liver_susceptible
425,-0.7935791179131124,4,flag_median,2,8,salmonella_Liver_susceptible
426,0.00989299094660634,0,eigengene,1,1,salmonella_Liver_tolerant
427,0.038955641788873896,1,eigengene,1,1,salmonella_Liver_tolerant
428,0.036225876951438085,2,eigengene,1,1,salmonella_Liver_tolerant
429,-0.08387569612543933,3,eigengene,1,1,salmonella_Liver_tolerant
430,0.13668083441006273,4,eigengene,1,1,salmonella_Liver_tolerant
431,-0.13862068419260043,0,flag_mean,1,1,salmonella_Liver_tolerant
432,-0.032472558584111244,1,flag_mean,1,1,salmonella_Liver_tolerant
433,0.021733207343725525,2,flag_mean,1,1,salmonella_Liver_tolerant
434,-0.03226305928743589,3,flag_mean,1,1,salmonella_Liver_tolerant
435,-0.215834107906982,4,flag_mean,1,1,salmonella_Liver_tolerant
436,-0.14852159586854752,0,flag_median,1,1,salmonella_Liver_tolerant
437,-0.03896603134529175,1,flag_median,1,1,salmonella_Liver_tolerant
438,0.028979542147581805,2,flag_median,1,1,salmonella_Liver_tolerant
439,-0.07097253691593852,3,flag_median,1,1,salmonella_Liver_tolerant
440,-0.19425156041818326,4,flag_median,1,1,salmonella_Liver_tolerant
441,-0.09901703748881197,0,module_expression,1,1,salmonella_Liver_tolerant
442,-0.032472558584111244,1,module_expression,1,1,salmonella_Liver_tolerant
443,0.021733207343725525,2,module_expression,1,1,salmonella_Liver_tolerant
444,-0.038714638892186404,3,module_expression,1,1,salmonella_Liver_tolerant
445,-0.187057377921917,4,module_expression,1,1,salmonella_Liver_tolerant
446,-7.920729340749055e-06,0,eigengene,1,2,salmonella_Liver_tolerant
447,0.038955641788873896,1,eigengene,1,2,salmonella_Liver_tolerant
448,0.028979542147581805,2,eigengene,1,2,salmonella_Liver_tolerant
449,-0.038714638892186404,3,eigengene,1,2,salmonella_Liver_tolerant
450,0.1294866519137965,4,eigengene,1,2,salmonella_Liver_tolerant
451,0.0649295328335957,1,eigengene,1,4,salmonella_Liver_tolerant
452,0.036225876951438085,2,eigengene,1,4,salmonella_Liver_tolerant
453,0.18704011188392622,4,eigengene,1,4,salmonella_Liver_tolerant
454,-0.029710655757182125,0,flag_mean,1,4,salmonella_Liver_tolerant
455,0.028979542147581805,2,flag_mean,1,4,salmonella_Liver_tolerant
456,-0.06452095731118801,3,flag_mean,1,4,salmonella_Liver_tolerant
457,-7.920729340749055e-06,0,flag_median,1,4,salmonella_Liver_tolerant
458,0.045449114550054404,1,flag_median,1,4,salmonella_Liver_tolerant
459,0.036225876951438085,2,flag_median,1,4,salmonella_Liver_tolerant
460,-0.05806937770643761,3,flag_median,1,4,salmonella_Liver_tolerant
461,0.10790410442499776,4,flag_median,1,4,salmonella_Liver_tolerant
462,0.0779164783559565,1,eigengene,1,8,salmonella_Liver_tolerant
463,-0.02581147968268549,3,eigengene,1,8,salmonella_Liver_tolerant
464,0.1654575643951277,4,eigengene,1,8,salmonella_Liver_tolerant
465,0.01979390262255354,0,flag_mean,1,8,salmonella_Liver_tolerant
466,0.05194258731123469,1,flag_mean,1,8,salmonella_Liver_tolerant
467,0.036225876951438085,2,flag_mean,1,8,salmonella_Liver_tolerant
468,-0.03226305928743589,3,flag_mean,1,8,salmonella_Liver_tolerant
469,-7.920729340749055e-06,0,flag_median,1,8,salmonella_Liver_tolerant
470,0.07142300559477621,1,flag_median,1,8,salmonella_Liver_tolerant
471,0.036225876951438085,2,flag_median,1,8,salmonella_Liver_tolerant
472,-0.05806937770643761,3,flag_median,1,8,salmonella_Liver_tolerant
473,0.2014284768764587,4,flag_median,1,8,salmonella_Liver_tolerant
474,-0.12871977251665334,0,flag_mean,2,1,salmonella_Liver_tolerant
475,-0.012992140300569832,1,flag_mean,2,1,salmonella_Liver_tolerant
476,0.036225876951438085,2,flag_mean,2,1,salmonella_Liver_tolerant
477,-0.03226305928743589,3,flag_mean,2,1,salmonella_Liver_tolerant
478,-0.1654748304331185,4,flag_mean,2,1,salmonella_Liver_tolerant
479,-0.10891794916475905,0,flag_median,2,1,salmonella_Liver_tolerant
480,-0.01948561306175034,1,flag_median,2,1,salmonella_Liver_tolerant
481,0.036225876951438085,2,flag_median,2,1,salmonella_Liver_tolerant
482,-0.045166218496936805,3,flag_median,2,1,salmonella_Liver_tolerant
483,-0.19425156041818348,4,flag_median,2,1,salmonella_Liver_tolerant
484,0.07919937267823629,0,flag_mean,2,2,salmonella_Liver_tolerant
485,0.11687731492303932,1,flag_mean,2,2,salmonella_Liver_tolerant
486,0.04347221175529414,2,flag_mean,2,2,salmonella_Liver_tolerant
487,-0.012908320473184687,3,flag_mean,2,2,salmonella_Liver_tolerant
488,0.18704011188392622,4,flag_mean,2,2,salmonella_Liver_tolerant
489,0.12870393105797184,0,flag_median,2,2,salmonella_Liver_tolerant
490,0.13635773320658084,1,flag_median,2,2,salmonella_Liver_tolerant
491,0.036225876951438085,2,flag_median,2,2,salmonella_Liver_tolerant
492,-0.05806937770643761,3,flag_median,2,2,salmonella_Liver_tolerant
493,0.18704011188392622,4,flag_median,2,2,salmonella_Liver_tolerant
494,0.08910028435418327,0,flag_mean,2,4,salmonella_Liver_tolerant
495,0.0779164783559565,1,flag_mean,2,4,salmonella_Liver_tolerant
496,0.04347221175529414,2,flag_mean,2,4,salmonella_Liver_tolerant
497,-0.05806937770643761,3,flag_mean,2,4,salmonella_Liver_tolerant
498,0.14387501690632898,4,flag_mean,2,4,salmonella_Liver_tolerant
499,0.049496637650394915,0,flag_median,2,4,salmonella_Liver_tolerant
500,0.10389036940067853,1,flag_median,2,4,salmonella_Liver_tolerant
501,0.04347221175529414,2,flag_median,2,4,salmonella_Liver_tolerant
502,0.17265174689139395,4,flag_median,2,4,salmonella_Liver_tolerant
503,0.09900119603013047,0,flag_mean,2,8,salmonella_Liver_tolerant
504,0.084409951117137,1,flag_mean,2,8,salmonella_Liver_tolerant
505,0.2158168418689912,4,flag_mean,2,8,salmonella_Liver_tolerant
506,0.11880301938202464,0,flag_median,2,8,salmonella_Liver_tolerant
507,0.036225876951438085,2,flag_median,2,8,salmonella_Liver_tolerant
508,-0.006456740868434174,3,flag_median,2,8,salmonella_Liver_tolerant
509,0.12229246941753025,4,flag_median,2,8,salmonella_Liver_tolerant
