,module 2,module 11,module 16
1656,Carhsp1,,
1657,Id1,,
1658,Gm12266,,
1659,Chrna7,,
1660,Fam26f,,
1661,1110037F02Rik,,
1662,3110056K07Rik,,
1663,Pqlc1,,
1664,9830001H06Rik,,
1665,Gm3244,,
1666,Tgm2,,
1667,Tnfsf15,,
1668,Pdgfb,,
1669,Creb3l1,,
1670,RP23-133P6.2.1,,
1671,4731419I09Rik,,
1672,Ldoc1,,
1673,Pik3cg,,
1674,Gm5763,,
1675,Fgl2,,
1676,9130014G24Rik,,
1677,B4galt6,,
1678,Gm6368,,
1679,AC155256.1,,
1680,Spic,,
1681,St6gal1,,
1682,Lyz2,,
1683,Rabl5,,
1684,Raf1,,
1685,Spata6,,
1686,Il2rb,,
1687,Gm9670,,
1688,Apobec3,,
1689,9130204K15Rik,,
1690,3110002H16Rik,,
1691,Jazf1,,
1692,Cdc42se1,,
1693,Prtn3,,
1694,Cables2,,
1695,Ptcd3,,
1696,Cd63,,
1697,B4galt1,,
1698,Prr5l,,
1699,Herc6,,
1700,Tmx3,,
1701,2310037I24Rik,,
1702,Plau,,
1703,Lgmn,,
1704,Trappc2,,
1705,Acot8,,
1706,Chrm2,,
1707,Rhov,,
1708,Arhgef6,,
1709,Churc1,,
1710,Ciao1,,
1711,Plcg1,,
1712,Adpgk,,
1713,Unc93b1,,
1714,Rcan3,,
1715,9530048J24Rik,,
1716,Ak7,,
1717,Ndufs5,,
1718,Fam123a,,
1719,Map3k6,,
1720,Fam126a,,
1721,Cabp4,,
1722,1700055N04Rik,,
1723,Gm13994,,
1724,Rassf1,,
1725,Bend4,,
1726,Gm9733,,
1727,Baz2a,,
1728,Fam111a,,
1729,Cox7c,,
1730,Gnai1,,
1731,Ly86,,
1732,Ctsg,,
1733,Pcmt1,,
1734,Vps36,,
1735,Dgkg,,
1736,Gyg,,
1737,Heatr5a,,
1738,Gm12708,,
1739,Tktl1,,
1740,Zfp366,,
1741,Fam53a,,
1742,Pdk1,,
1743,Gm17271,,
1744,Wdr5,,
1745,C330006K01Rik,,
1746,Ccnb1ip1,,
1747,Gpr114,,
1748,snoU90,,
1749,BC057079,,
1750,Gpr97,,
1751,Gpr171,,
1752,Clasp2,,
1753,Usp44,,
1754,Pcdhb5,,
1755,Rnf219,,
1756,4930431P03Rik,,
1757,Ly6i,,
1758,Sept5,,
1759,F8a,,
1760,Ttc34,,
1761,F730043M19Rik,,
1762,Ercc6l,,
1763,Rpp40,,
1764,Hps6,,
1765,4632428N05Rik,,
1766,6530418L21Rik,,
1767,Gm6083,,
1768,Ccdc80,,
1769,Slc6a19,,
1770,Gm6728,,
1771,Gm14326,,
1772,F3,,
1773,Tbc1d9,,
1774,5730494M16Rik,,
1775,Pkm2,,
1776,Sh2d4b,,
1777,Romo1,,
1778,Nav3,,
1779,Celf1,,
1780,Gm15946,,
1781,Slc39a13,,
1782,Cct2,,
1783,Dirc2,,
1784,Cds2,,
1785,Gng10,,
1786,Il3ra,,
1787,Gm16675,,
1788,Map3k8,,
1789,Rtn4rl2,,
1790,Tmem229b,,
1791,Rp2h,,
1792,Rnase6,,
1793,Parp8,,
1794,Gm11051,,
1795,Gm5483,,
1796,Gtpbp5,,
1797,Prdm1,,
1798,Tasp1,,
1799,Cd59b,,
1800,Scamp2,,
1801,Polr3g,,
1802,Ripk2,,
1803,Nudt5,,
1804,1810013D10Rik,,
1805,Xrcc6,,
1806,Casp1,,
1807,Lrrc15,,
1808,Rab8b,,
1809,Calcoco1,,
1810,Tmem132a,,
1811,Atg2a,,
1812,C87436,,
1813,Layn,,
1814,Wfdc1,,
1815,Tnip2,,
1816,2610524H06Rik,,
1817,Gbp2,,
1818,Camk2d,,
1819,Cbx5,,
1820,5730455O13Rik,,
1821,Gm4419,,
1822,Car1,,
1823,Bcl2a1a,,
1824,Was,,
1825,6430548M08Rik,,
1826,Ift27,,
1827,Duoxa1,,
1828,G6pdx,,
1829,Cd160,,
1830,S1pr2,,
1831,Sh3bp1,,
1832,Klre1,,
1833,Nbea,,
1834,Gm10645,,
1835,Orm2,,
1836,Enox,,
1837,Arg2,,
1838,Micall2,,
1839,Zdhhc4,,
1840,Elf4,,
1841,Serf1,,
1842,Rad52,,
1843,Tgfbi,,
1844,C230096C10Rik,,
1845,Zc3h18,,
1846,Nfu1,,
1847,Tpd52,,
1848,Sfpi1,,
1849,4831440E17Rik,,
1850,Cdk14,,
1851,4732471D19Rik,,
1852,Nop10,,
1853,Trmt11,,
1854,Stxbp3b,,
1855,Ogfr,,
1856,Taz,,
1857,Zxdc,,
1858,Cdkn2aip,,
1859,Notch1,,
1860,Tbc1d2,,
1861,Gm13031,,
1862,Slc19a1,,
1863,Sema6c,,
1864,Slc25a4,,
1865,Oas2,,
1866,1110049F12Rik,,
1867,Kif23,,
1868,Apol10b,,
1869,Padi2,,
1870,Stx11,,
1871,Zfp644,,
1872,Esrra,,
1873,Tomm20l,,
1874,C030046I01Rik,,
1875,Ect2,,
1876,Crtc1,,
1877,Xcr1,,
1878,Wrnip1,,
1879,Cap1,,
1880,4833407H14Rik,,
1881,Zfp874b,,
1882,Npc2,,
1883,Pknox2,,
1884,Apln,,
1885,Znf512b,,
1886,Chrnb2,,
1887,Gm12315,,
1888,Lin7c,,
1889,Acot7,,
1890,Gm7097,,
1891,Cecr5,,
1892,Gm17681,,
1893,Ggt5,,
1894,Wbp5,,
1895,Ntn4,,
1896,Tspo,,
1897,Snx29,,
1898,P2ry14,,
1899,Pde4b,,
1900,Fam176b,,
1901,Mup-ps14,,
1902,Crlf2,,
1903,Arhgap22,,
1904,Prf1,,
1905,Tlr7,,
1906,Dclre1a,,
1907,Gm17597,,
1908,Gpr85,,
1909,Lgals3,,
1910,Ptpn2,,
1911,Adrb2,,
1912,Rab39,,
1913,Gm15229,,
1914,Cd74,,
1915,Ctnnal1,,
1916,5031414D18Rik,,
1917,Abcg3,,
1918,Angpt2,,
1919,Mxi1,,
1920,Zfp68,,
1921,Dram1,,
1922,Socs1,,
1923,Gm4117,,
1924,Gm17089,,
1925,Tlr1,,
1926,Akirin1,,
1927,Slc25a12,,
1928,Tle3,,
1929,Col27a1,,
1930,Rap1b,,
1931,Apold1,,
1932,Usp18,,
1933,Acap2,,
1934,Wisp2,,
1935,Cln6,,
1936,Hapln1,,
1937,Epha2,,
1938,Arf6,,
1939,Bmp7,,
1940,Rbl1,,
1941,Sip1,,
1942,Ifit2,,
1943,Gp49a,,
1944,Fastkd3,,
1945,Ccdc86,,
1946,Ap1s2,,
1947,Rassf4,,
1948,Atp6v1b2,,
1949,Phb2,,
1950,Ly6d,,
1951,Pmf1,,
1952,Klrb1f,,
1953,Cbl,,
1954,Guf1,,
1955,Il10ra,,
1956,Mir5107,,
1957,Cdyl2,,
1958,Cbr1,,
1959,Gm10384,,
1960,Psmg3,,
1961,Hmgn3,,
1962,Gpn3,,
1963,RP24-399B3.3.1,,
1964,BC013712,,
1965,Gm15200,,
1966,Grk5,,
1967,Bbx,,
1968,Tmsb10,,
1969,Asap1,,
1970,Pcbd2,,
1971,Gm12445,,
1972,Sucnr1,,
1973,Adora3,,
1974,Gm13050,,
1975,Nup210l,,
1976,Tuba8,,
1977,Zfp518a,,
1978,Poc1b,,
1979,Gm13594,,
1980,A630033H20Rik,,
1981,Ttf2,,
1982,Niacr1,,
1983,Plekha2,,
1984,Duox1,,
1985,Gm6990,,
1986,Gm6904,,
1987,Rexo2,,
1988,Gm13070,,
1989,Atp6ap1,,
1990,Fam3c,,
1991,Smu1,,
1992,Psmd5,,
1993,Galnt7,,
1994,Fam178a,,
1995,BC088983,,
1996,Nrtn,,
1997,Dtd1,,
1998,Clec12a,,
1999,U2,,
2000,Etv5,,
2001,Cyb5rl,,
2002,Aktip,,
2003,Hic2,,
2004,Ereg,,
2005,Morc1,,
2006,Gm15512,,
2007,Vegfc,,
2008,Clec4a3,,
2009,Tec,,
2010,Gpr65,,
2011,Tmem154,,
2012,Helb,,
2013,Trpm3,,
2014,Sh3glb2,,
2015,Gm17430,,
2016,Ccdc102a,,
2017,Eif2s2,,
2018,Ndufb7,,
2019,Trpt1,,
2020,Egfl6,,
2021,Gm9913,,
2022,AB124611,,
2023,Parl,,
2024,A330049M08Rik,,
2025,Msn,,
2026,Slc28a2,,
2027,AA467197,,
2028,Polk,,
2029,Ctps2,,
2030,Fundc1,,
2031,Pawr,,
2032,Ptpn1,,
2033,Dolk,,
2034,Iscu,,
2035,Ubxn7,,
2036,Rbm34,,
2037,Slitrk4,,
2038,Dse,,
2039,Impact,,
2040,Xpc,,
2041,Prox2,,
2042,Ep400,,
2043,BC037034,,
2044,I830012O16Rik,,
2045,A430005L14Rik,,
2046,Ndrg1,,
2047,Cdc14a,,
2048,Filip1l,,
2049,Sema3f,,
2050,Zfp251,,
2051,Pacrgl,,
2052,Zfp949,,
2053,Id4,,
2054,Accn3,,
2055,Olfml3,,
2056,Mrpl41,,
2057,Fosl2,,
2058,Frmd4a,,
2059,Kin,,
2060,BC100530,,
2061,Pam16,,
2062,S100a9,,
2063,F13a1,,
2064,Sft2d3,,
2065,P2rx7,,
2066,Ostf1,,
2067,Th1l,,
2068,Tbc1d1,,
2069,Tdp2,,
2070,Bambi-ps1,,
2071,Gm15704,,
2072,Tmem221,,
2073,Cys1,,
2074,Mybpc1,,
2075,Vdac3-ps1,,
2076,Kcmf1,,
2077,Crybb3,,
2078,Ddhd2,,
2079,Paqr7,,
2080,Alpk1,,
2081,Phf11,,
2082,Ms4a3,,
2083,Zfp280d,,
2084,Gm17004,,
2085,Dtx3l,,
2086,Gbp1,,
2087,Tmsb4x,,
2088,Arhgap15,,
2089,Pole2,,
2090,Gm8221,,
2091,Isg15,,
2092,B230217O12Rik,,
2093,Angptl2,,
2094,4833422F24Rik,,
2095,B230398E01Rik,,
2096,Gm12565,,
2097,Hrct1,,
2098,Gbp8,,
2099,Eif4a2,,
2100,D930015E06Rik,,
2101,Ncoa7,,
2102,Pdp1,,
2103,Kif3b,,
2104,Me2,,
2105,Gart,,
2106,Ncam2,,
2107,Ch25h,,
2108,Birc3,,
2109,Gm10863,,
2110,Gm2895,,
2111,Hist1h2ai,,
2112,Rac2,,
2113,Gm17311,,
2114,Bcl2a1d,,
2115,Pggt1b,,
2116,Gla,,
2117,Ifnar2,,
2118,N4bp1,,
2119,Dysf,,
2120,Lin28a,,
2121,Cdk5,,
2122,Chek2,,
2123,6430710C18Rik,,
2124,Cmtm7,,
2125,Npat,,
2126,SNORA61,,
2127,Gab1,,
2128,9330175E14Rik,,
2129,Pebp1,,
2130,Racgap1,,
2131,Eif2c1,,
2132,Ap4s1,,
2133,Mrpl37,,
2134,Pak6,,
2135,Dcx,,
2136,Cc2d2a,,
2137,Mup-ps21,,
2138,Dhodh,,
2139,Ehbp1l1,,
2140,Gm17108,,
2141,Lcn2,,
2142,1110017D15Rik,,
2143,1700019N12Rik,,
2144,Asprv1,,
2145,Crygs,,
2146,Apobec1,,
2147,Fam102b,,
2148,Mir365-2,,
2149,Fyn,,
2150,Aste1,,
2151,Vpreb1,,
2152,Tfdp2,,
2153,Adck5,,
2154,Serpinb12,,
2155,Gm8290,,
2156,Arpc3,,
2157,Plekho1,,
2158,Myof,,
2159,Tuba1a,,
2160,Loh12cr1,,
2161,Jak1,,
2162,Gm13476,,
2163,Paip2,,
2164,Cebpd,,
2165,Gm13889,,
2166,Prkx,,
2167,Gm16106,,
2168,Zfp358,,
2169,Gm12774,,
2170,Gm5093,,
2171,Ptgs1,,
2172,Mob3a,,
2173,Alas2,,
2174,Lass6,,
2175,Clec2d,,
2176,Gm15691,,
2177,Rhoj,,
2178,Pcdhb3,,
2179,Aldh3b1,,
2180,Gja1,,
2181,Cxx1b,,
2182,Spink3,,
2183,Mknk1,,
2184,Dym,,
2185,Polr3h,,
2186,Ptcra,,
2187,Ikbip,,
2188,Dohh,,
2189,Las1l,,
2190,Gm13217,,
2191,Gm16892,,
2192,9530077C05Rik,,
2193,Tmod3,,
2194,Lrrc49,,
2195,Dbn1,,
2196,Il1b,,
2197,Gm17035,,
2198,S100a4,,
2199,Pnpla6,,
2200,Fkbp1a,,
2201,Tppp3,,
2202,Kcnj15,,
2203,Hsd3b4,,
2204,Siglec1,,
2205,RP23-264F8.3.1,,
2206,Mup-ps1,,
2207,Gm12868,,
2208,Nid1,,
2209,Nr4a3,,
2210,Olfr1417,,
2211,Rab20,,
2212,Fads3,,
2213,Lhfpl2,,
2214,Ksr2,,
2215,Irak1,,
2216,Rbbp4,,
2217,Tmem150c,,
2218,Cand2,,
2219,Gm17485,,
2220,Haus4,,
2221,Gm15737,,
2222,Csgalnact2,,
2223,Iqgap3,,
2224,Rasa4,,
2225,Eml5,,
2226,Basp1,,
2227,Pdzrn3,,
2228,Trmt2b,,
2229,Gm11870,,
2230,Awat2,,
2231,Cox8a,,
2232,Il1rn,,
2233,Swi5,,
2234,6330416G13Rik,,
2235,Tnpo3,,
2236,Csrnp1,,
2237,Ciapin1,,
2238,Iars,,
2239,Armc10,,
2240,Klhl22,,
2241,Gng2,,
2242,Akr1b3,,
2243,Asb4,,
2244,Tnfrsf14,,
2245,Gm4491,,
2246,Dlgap5,,
2247,1110001J03Rik,,
2248,E230013L22Rik,,
2249,Slc25a24,,
2250,Nrg2,,
2251,Parp14,,
2252,BC005764,,
2253,Bcl2l14,,
2254,Gipc2,,
2255,Cdh3,,
2256,Gm11836,,
2257,Fermt3,,
2258,D430001F17Rik,,
2259,Emb,,
2260,Gm17245,,
2261,Clec5a,,
2262,Dio3os,,
2263,Rnf19b,,
2264,Lage3,,
2265,Mme,,
2266,Gm14070,,
2267,Trim35,,
2268,Brcc3,,
2269,Serpinb2,,
2270,Tlr12,,
2271,Bri3bp,,
2272,4930417G10Rik,,
2273,Usp5,,
2274,Chst14,,
2275,2510002D24Rik,,
2276,1300018I17Rik,,
2277,Prosc,,
2278,Gm4189,,
2279,Fcrls,,
2280,Myo7b,,
2281,Slc41a3,,
2282,6330409D20Rik,,
2283,Serpinb1b,,
2284,Dock11,,
2285,A930007I19Rik,,
2286,Nfkbia,,
2287,Peg10,,
2288,Cd52,,
2289,Myo5a,,
2290,Fam49b,,
2291,Arap3,,
2292,Bcas1,,
2293,Pfkfb4,,
2294,Gm13199,,
2295,Csf2rb,,
2296,Tspan3,,
2297,Plxna1,,
2298,Il1a,,
2299,Snx18,,
2300,Spink2,,
2301,Cacna1b,,
2302,Mtpap,,
2303,Nab2,,
2304,Galnt12,,
2305,Fkbp15,,
2306,Ndufs7,,
2307,Adh6-ps1,,
2308,Isca1,,
2309,Sort1,,
2310,9930012K11Rik,,
2311,Nsun2,,
2312,1700048O20Rik,,
2313,Jak2,,
2314,Dhx37,,
2315,Bmp2k,,
2316,Akap5,,
2317,P4ha1,,
2318,Cdkn2b,,
2319,Timm9,,
2320,Klhl6,,
2321,Cacnb4,,
2322,2610018G03Rik,,
2323,Pygb,,
2324,Clic3,,
2325,Gm13372,,
2326,Acot1,,
2327,Gm5637,,
2328,Mtrr,,
2329,Tnfrsf10b,,
2330,Pan2,,
2331,1700003F12Rik,,
2332,Dapp1,,
2333,Ttl,,
2334,Ube2d1,,
2335,Dnajc4,,
2336,Arl11,,
2337,Noa1,,
2338,Psmg1,,
2339,Nfkb1,,
2340,Dnajc10,,
2341,Ndufb4,,
2342,Nat8b,,
2343,Ncoa3,,
2344,Klf6,,
2345,Fam118a,,
2346,Nhlrc2,,
2347,Pkib,,
2348,Ifit1,,
2349,Rap2b,,
2350,Stard9,,
2351,Tbxas1,,
2352,Gm13169,,
2353,Cd180,,
2354,2010002M12Rik,,
2355,Heatr2,,
2356,Slc7a11,,
2357,Cox16,,
2358,Egr1,,
2359,Eif2ak1,,
2360,Fam57b,,
2361,RP24-386J17.2.1,,
2362,Mrpl32,,
2363,Ms4a4d,,
2364,2210013O21Rik,,
2365,Cerkl,,
2366,Ccr1,,
2367,4933425H06Rik,,
2368,Gzma,,
2369,Cdc42,,
2370,Shisa3,,
2371,Ndrg3,,
2372,Dip2b,,
2373,Parvb,,
2374,Il12rb2,,
2375,Bgn,,
2376,Lgals1,,
2377,Gm13845,,
2378,2810008M24Rik,,
2379,Samd9l,,
2380,Fuca2,,
2381,Pla2g16,,
2382,Gm2245,,
2383,Dazl,,
2384,Gabarapl2,,
2385,Epb4.1l2,,
2386,B130046B21Rik,,
2387,Espl1,,
2388,Ptafr,,
2389,Gm10684,,
2390,Cspg5,,
2391,Pgam1-ps1,,
2392,Tnfsf4,,
2393,Efr3b,,
2394,Tnip3,,
2395,Uck1,,
2396,2810029C07Rik,,
2397,Gm17510,,
2398,Fam46a,,
2399,Gm13789,,
2400,A630055G03Rik,,
2401,Fgr,,
2402,Ccdc136,,
2403,Cybb,,
2404,Chrna9,,
2405,Cd96,,
2406,Igdcc4,,
2407,Entpd1,,
2408,Prkcd,,
2409,Hip1,,
2410,Gm16213,,
2411,Gm15996,,
2412,Lass5,,
2413,Gm16704,,
2414,Gm12610,,
2415,Agbl3,,
2416,Slc25a46,,
2417,Omd,,
2418,AC156032.1,,
2419,Gm15895,,
2420,Ino80b,,
2421,Gm15629,,
2422,Asna1,,
2423,Pfkm,,
2424,Stk11,,
2425,Zmynd11,,
2426,Txnrd3,,
2427,Mpeg1,,
2428,AA960436,,
2429,Htatsf1,,
2430,Stx17,,
2431,Alox5ap,,
2432,Olfm4,,
2433,4930513N10Rik,,
2434,Mrpl49,,
2435,Izumo4,,
2436,Prm1,,
2437,Mmp3,,
2438,Rasgrp1,,
2439,Gm17222,,
2440,Vav3,,
2441,Marcksl1,,
2442,Gnpat,,
2443,Sprr1a,,
2444,Cds1,,
2445,B4galt4,,
2446,Tpm1,,
2447,Hexa,,
2448,Lat2,,
2449,Dffa,,
2450,Pgm1,,
2451,Stard6,,
2452,Rbms1,,
2453,Tctex1d2,,
2454,Fut7,,
2455,Stx7,,
2456,Ube2v1,,
2457,Ap3b2,,
2458,Coro1c,,
2459,Gm15027,,
2460,Hivep2,,
2461,Prkag1,,
2462,Tmem43,,
2463,BC028528,,
2464,C920021L13Rik,,
2465,Ticam2,,
2466,Polr2b,,
2467,1810030N24Rik,,
2468,Ndufa5,,
2469,Nsun7,,
2470,Nfx1,,
2471,Rhob,,
2472,4933406I18Rik,,
2473,Gm15539,,
2474,Immt,,
2475,Urod,,
2476,C1qa,,
2477,Mup-ps9,,
2478,Naip1,,
2479,Ythdc1,,
2480,Txnrd2,,
2481,Hsd3b6,,
2482,Cyp2c53-ps,,
2483,Mmp21,,
2484,Gm17359,,
2485,Slc26a7,,
2486,1700086O06Rik,,
2487,Fech,,
2488,Nrg1,,
2489,B230219D22Rik,,
2490,Fos,,
2491,Adcy7,,
2492,Arhgap24,,
2493,Ccdc18,,
2494,Sema4d,,
2495,Gm17450,,
2496,Gm11619,,
2497,Gm8822,,
2498,Gm6377,,
2499,Slc25a38,,
2500,Foxs1,,
2501,Hrk,,
2502,Fam73a,,
2503,Gpr152,,
2504,Galnt3,,
2505,Ilvbl,,
2506,Gm5356,,
2507,Pilrb2,,
2508,Ugt1a8,,
2509,Rwdd2b,,
2510,Tln1,,
2511,Tsc22d4,,
2512,Cdhr4,,
2513,Creb5,,
2514,AW112010,,
2515,RP24-89J3.3.1,,
2516,Pacs2,,
2517,Arpc1b,,
2518,Fastkd5,,
2519,Tmem165,,
2520,Slc1a3,,
2521,Capg,,
2522,Sycp2,,
2523,Syngr1,,
2524,Clec4a2,,
2525,Tnfaip2,,
2526,Gm11345,,
2527,Cxx1c,,
2528,Traf3,,
2529,AL772376.1,,
2530,Ttyh3,,
2531,Mup-ps19,,
2532,Nedd9,,
2533,Gm9837,,
2534,Rgag4,,
2535,Tmem51,,
2536,Lfng,,
2537,Klra3,,
2538,Apba1,,
2539,Mars,,
2540,Mapk1,,
2541,Nin,,
2542,Ccdc107,,
2543,Junb,,
2544,5730528L13Rik,,
2545,Arhgap39,,
2546,4930455G09Rik,,
2547,Mrps35,,
2548,Tifa,,
2549,Mir5105,,
2550,Ly6a,,
2551,Plk2,,
2552,Ckap4,,
2553,Smpdl3b,,
2554,AA414768,,
2555,Ptgds,,
2556,Skil,,
2557,Gm14471,,
2558,Pfdn1,,
2559,Kif9,,
2560,Ankrd61,,
2561,Mmp8,,
2562,Rnf41,,
2563,9030425E11Rik,,
2564,Mettl5,,
2565,Slc27a6,,
2566,Podnl1,,
2567,Capza2,,
2568,Hars2,,
2569,Gbp4,,
2570,Marcks,,
2571,0610009O20Rik,,
2572,Gm16315,,
2573,C230081A13Rik,,
2574,Sycp1,,
2575,Pcdhga8,,
2576,Tlr3,,
2577,Cwf19l1,,
2578,Tmpo,,
2579,Bub1,,
2580,Fbxo40,,
2581,Zc4h2,,
2582,Dok2,,
2583,Gli3,,
2584,2010013B24Rik,,
2585,Amhr2,,
2586,Syna,,
2587,Whsc1l1,,
2588,Tgfbr1,,
2589,Snora47,,
2590,4921531C22Rik,,
2591,Gm10814,,
2592,Arhgap4,,
2593,Eif5,,
2594,Anln,,
2595,Olfm1,,
2596,Krba1,,
2597,Ubap1,,
2598,Hdc,,
2599,Exoc6b,,
2600,Ms4a6b,,
2601,Rnf17,,
2602,Dpysl3,,
2603,Gm3604,,
2604,Endou,,
2605,Clk3,,
2606,Gm15753,,
2607,Stom,,
2608,Mup-ps22,,
2609,Ctla2a,,
2610,Diap3,,
2611,Jdp2,,
2612,Fam38a,,
2613,Wac,,
2614,Ddx60,,
2615,Mkl1,,
2616,Gm14252,,
2617,Atp8a1,,
2618,Ola1,,
2619,Stx12,,
2620,Pdcd1lg2,,
2621,Insl6,,
2622,Rlim,,
2623,Cyp2d34,,
2624,Gm17603,,
2625,Poglut1,,
2626,Mif,,
2627,5730508B09Rik,,
2628,Asb11,,
2629,Spag4,,
2630,Atp5g3,,
2631,Ano7,,
2632,Hk1,,
2633,Ahnak,,
2634,Crip1,,
2635,Dnmt3a,,
2636,Arid3a,,
2637,Gm13699,,
