,module 2,module 11,module 16
1699,Apold1,,
1700,Usp18,,
1701,Acap2,,
1702,Wisp2,,
1703,Cln6,,
1704,Arf6,,
1705,Bmp7,,
1706,Sip1,,
1707,Ifit2,,
1708,Gp49a,,
1709,Fastkd3,,
1710,Ap1s2,,
1711,Rassf4,,
1712,Atp6v1b2,,
1713,Phb2,,
1714,Ly6d,,
1715,Pmf1,,
1716,Klrb1f,,
1717,Cbl,,
1718,Guf1,,
1719,Il10ra,,
1720,Mir5107,,
1721,Cdyl2,,
1722,Cbr1,,
1723,Gm10384,,
1724,Psmg3,,
1725,Gpn3,,
1726,RP24-399B3.3.1,,
1727,BC013712,,
1728,Gm15200,,
1729,Grk5,,
1730,Bbx,,
1731,Tmsb10,,
1732,Asap1,,
1733,Pcbd2,,
1734,Gm12445,,
1735,Sucnr1,,
1736,Gm13050,,
1737,Tuba8,,
1738,Zfp518a,,
1739,Poc1b,,
1740,Gm13594,,
1741,A630033H20Rik,,
1742,Ttf2,,
1743,Niacr1,,
1744,Duox1,,
1745,Gm6990,,
1746,Gm6904,,
1747,Atp6ap1,,
1748,Smu1,,
1749,Xlr,,
1750,Psmd5,,
1751,Galnt7,,
1752,Fam178a,,
1753,BC088983,,
1754,Nrtn,,
1755,Clec12a,,
1756,U2,,
1757,Etv5,,
1758,Aktip,,
1759,Ereg,,
1760,Morc1,,
1761,Gm15512,,
1762,Vegfc,,
1763,Clec4a3,,
1764,Gpr65,,
1765,Helb,,
1766,Sh3glb2,,
1767,Eif2s2,,
1768,Ndufb7,,
1769,Trpt1,,
1770,Egfl6,,
1771,Gm9913,,
1772,AB124611,,
1773,Parl,,
1774,A330049M08Rik,,
1775,Msn,,
1776,Slc28a2,,
1777,AA467197,,
1778,Polk,,
1779,Gm16059,,
1780,Ctps2,,
1781,Fundc1,,
1782,Pawr,,
1783,Ptpn1,,
1784,Iscu,,
1785,Ubxn7,,
1786,Rbm34,,
1787,Slitrk4,,
1788,Dse,,
1789,Impact,,
1790,Xpc,,
1791,Prox2,,
1792,Ep400,,
1793,BC037034,,
1794,I830012O16Rik,,
1795,A430005L14Rik,,
1796,Ndrg1,,
1797,9530052C20Rik,,
1798,Cdc14a,,
1799,Sema3f,,
1800,Pacrgl,,
1801,Zfp949,,
1802,Id4,,
1803,Olfml3,,
1804,Mrpl41,,
1805,Fosl2,,
1806,Frmd4a,,
1807,Kin,,
1808,BC100530,,
1809,Pam16,,
1810,S100a9,,
1811,F13a1,,
1812,Sft2d3,,
1813,P2rx7,,
1814,Th1l,,
1815,Tbc1d1,,
1816,Tdp2,,
1817,Bambi-ps1,,
1818,Gm15704,,
1819,Cys1,,
1820,Mybpc1,,
1821,Kcmf1,,
1822,Crybb3,,
1823,Ddhd2,,
1824,Paqr7,,
1825,Phf11,,
1826,Ms4a3,,
1827,Zfp280d,,
1828,Gm17004,,
1829,Dtx3l,,
1830,Gbp1,,
1831,Tmsb4x,,
1832,Arhgap15,,
1833,Pole2,,
1834,Gm8221,,
1835,Isg15,,
1836,B230217O12Rik,,
1837,Angptl2,,
1838,4833422F24Rik,,
1839,B230398E01Rik,,
1840,Gm12565,,
1841,Hrct1,,
1842,Gbp8,,
1843,Eif4a2,,
1844,Ncoa7,,
1845,Pdp1,,
1846,Kif3b,,
1847,Me2,,
1848,Gart,,
1849,Ncam2,,
1850,Ch25h,,
1851,Birc3,,
1852,Gm10863,,
1853,Gm2895,,
1854,Hist1h2ai,,
1855,Rac2,,
1856,Gm17311,,
1857,Bcl2a1d,,
1858,Pggt1b,,
1859,Gla,,
1860,Ifnar2,,
1861,N4bp1,,
1862,Cdk5,,
1863,Calu,,
1864,Cmtm7,,
1865,Npat,,
1866,Gab1,,
1867,9330175E14Rik,,
1868,Pebp1,,
1869,Tfap4,,
1870,Eif2c1,,
1871,Ap4s1,,
1872,Mrpl37,,
1873,Pak6,,
1874,Cc2d2a,,
1875,Mup-ps21,,
1876,Eng,,
1877,Dhodh,,
1878,Gm17108,,
1879,Lcn2,,
1880,1700019N12Rik,,
1881,Asprv1,,
1882,Crygs,,
1883,Apobec1,,
1884,Fam102b,,
1885,Mir365-2,,
1886,Fyn,,
1887,Aste1,,
1888,Vpreb1,,
1889,Tfdp2,,
1890,Adck5,,
1891,Serpinb12,,
1892,Gm8290,,
1893,Arpc3,,
1894,Plekho1,,
1895,Myof,,
1896,Tuba1a,,
1897,Loh12cr1,,
1898,Jak1,,
1899,Gm13476,,
1900,Paip2,,
1901,Cebpd,,
1902,Prkx,,
1903,Gm16106,,
1904,Zfp358,,
1905,Gm12774,,
1906,Gm5093,,
1907,A430035B10Rik,,
1908,Ptgs1,,
1909,Lass6,,
1910,Clec2d,,
1911,Rhoj,,
1912,Pcdhb3,,
1913,Aldh3b1,,
1914,Gja1,,
1915,Cxx1b,,
1916,Spink3,,
1917,Dym,,
1918,Ptcra,,
1919,Ikbip,,
1920,Dohh,,
1921,Las1l,,
1922,Gm16892,,
1923,9530077C05Rik,,
1924,Tmod3,,
1925,Lrrc49,,
1926,Il1b,,
1927,Gm17035,,
1928,S100a4,,
1929,Pnpla6,,
1930,Fkbp1a,,
1931,Tppp3,,
1932,Kcnj15,,
1933,Hsd3b4,,
1934,Siglec1,,
1935,RP23-264F8.3.1,,
1936,Mup-ps1,,
1937,Nid1,,
1938,Nr4a3,,
1939,Olfr1417,,
1940,Rab20,,
1941,Fads3,,
1942,Lhfpl2,,
1943,Ksr2,,
1944,Irak1,,
1945,Rbbp4,,
1946,Cand2,,
1947,Gm17485,,
1948,Haus4,,
1949,Gm15737,,
1950,Iqgap3,,
1951,Rasa4,,
1952,Eml5,,
1953,Basp1,,
1954,Pdzrn3,,
1955,Gm11870,,
1956,Awat2,,
1957,Cox8a,,
1958,Il1rn,,
1959,Swi5,,
1960,6330416G13Rik,,
1961,Tnpo3,,
1962,Csrnp1,,
1963,Ciapin1,,
1964,Iars,,
1965,Armc10,,
1966,Klhl22,,
1967,Gng2,,
1968,Akr1b3,,
1969,Asb4,,
1970,Tnfrsf14,,
1971,Gm4491,,
1972,Dlgap5,,
1973,1110001J03Rik,,
1974,E230013L22Rik,,
1975,Slc25a24,,
1976,Nrg2,,
1977,Parp14,,
1978,BC005764,,
1979,Gipc2,,
1980,Cdh3,,
1981,Gm11836,,
1982,Emb,,
1983,Bicd1,,
1984,Gm17245,,
1985,Clec5a,,
1986,Dio3os,,
1987,Rnf19b,,
1988,Lage3,,
1989,Mme,,
1990,Gm14070,,
1991,Mdfic,,
1992,Trim35,,
1993,Gm17710,,
1994,Serpinb2,,
1995,Tlr12,,
1996,Bri3bp,,
1997,4930417G10Rik,,
1998,Usp5,,
1999,Chst14,,
2000,2510002D24Rik,,
2001,1300018I17Rik,,
2002,Prosc,,
2003,Wdr33,,
2004,Gm4189,,
2005,Dctn3,,
2006,Fcrls,,
2007,Myo7b,,
2008,Ermp1,,
2009,Slc41a3,,
2010,Serpinb1b,,
2011,Dock11,,
2012,A930007I19Rik,,
2013,Nfkbia,,
2014,Peg10,,
2015,Cd52,,
2016,Myo5a,,
2017,Fam49b,,
2018,Arap3,,
2019,Bcas1,,
2020,Pfkfb4,,
2021,Gm13199,,
2022,Csf2rb,,
2023,Tspan3,,
2024,Plxna1,,
2025,Il1a,,
2026,Snx18,,
2027,Spink2,,
2028,Cacna1b,,
2029,Nab2,,
2030,Fkbp15,,
2031,Ndufs7,,
2032,Adh6-ps1,,
2033,Isca1,,
2034,Sort1,,
2035,9930012K11Rik,,
2036,Nsun2,,
2037,1700048O20Rik,,
2038,Bmp2k,,
2039,Akap5,,
2040,P4ha1,,
2041,Timm9,,
2042,Klhl6,,
2043,Nfyc,,
2044,Usp12,,
2045,Cacnb4,,
2046,Clic3,,
2047,Gm13372,,
2048,Acot1,,
2049,Gm5637,,
2050,Tnfrsf10b,,
2051,Pan2,,
2052,1700003F12Rik,,
2053,Dapp1,,
2054,Ttl,,
2055,Ube2d1,,
2056,Dnajc4,,
2057,Arl11,,
2058,Noa1,,
2059,Psmg1,,
2060,Nfkb1,,
2061,Sncg,,
2062,Dnajc10,,
2063,Nat8b,,
2064,Ncoa3,,
2065,Klf6,,
2066,Fam118a,,
2067,Pkib,,
2068,Ifit1,,
2069,Rap2b,,
2070,Stard9,,
2071,Tbxas1,,
2072,Cd180,,
2073,2010002M12Rik,,
2074,Heatr2,,
2075,Slc7a11,,
2076,Cox16,,
2077,Egr1,,
2078,Eif2ak1,,
2079,Fam57b,,
2080,RP24-386J17.2.1,,
2081,Ms4a4d,,
2082,Cerkl,,
2083,Ccr1,,
2084,4933425H06Rik,,
2085,Gzma,,
2086,Cdc42,,
2087,Shisa3,,
2088,Ndrg3,,
2089,Dip2b,,
2090,Parvb,,
2091,Il12rb2,,
2092,Bgn,,
2093,Lgals1,,
2094,2810008M24Rik,,
2095,Samd9l,,
2096,Fuca2,,
2097,Pla2g16,,
2098,Gm2245,,
2099,Gabarapl2,,
2100,Epb4.1l2,,
2101,B130046B21Rik,,
2102,Ptafr,,
2103,1700019E19Rik,,
2104,Tnfsf4,,
2105,Efr3b,,
2106,Tnip3,,
2107,Uck1,,
2108,2810029C07Rik,,
2109,Gm17510,,
2110,Fam46a,,
2111,A630055G03Rik,,
2112,Fgr,,
2113,Ccdc136,,
2114,Cybb,,
2115,Chrna9,,
2116,Gm11365,,
2117,Igdcc4,,
2118,Entpd1,,
2119,Prkcd,,
2120,Hip1,,
2121,Gm16213,,
2122,Gm15996,,
2123,Lass5,,
2124,Gm16704,,
2125,Gm12610,,
2126,Agbl3,,
2127,Omd,,
2128,AC156032.1,,
2129,Gm15895,,
2130,Ino80b,,
2131,Gm15629,,
2132,Asna1,,
2133,Pfkm,,
2134,Stk11,,
2135,Zmynd11,,
2136,Txnrd3,,
2137,Mpeg1,,
2138,Htatsf1,,
2139,Alox5ap,,
2140,Olfm4,,
2141,4930513N10Rik,,
2142,Mrpl49,,
2143,Izumo4,,
2144,Prm1,,
2145,Mmp3,,
2146,Rasgrp1,,
2147,Gm17222,,
2148,Vav3,,
2149,Marcksl1,,
2150,Gnpat,,
2151,Sprr1a,,
2152,Cds1,,
2153,B4galt4,,
2154,Tpm1,,
2155,Hexa,,
2156,Dffa,,
2157,Pgm1,,
2158,Rbms1,,
2159,Tctex1d2,,
2160,Fut7,,
2161,Stx7,,
2162,Ube2v1,,
2163,Coro1c,,
2164,Prkag1,,
2165,BC028528,,
2166,C920021L13Rik,,
2167,Ticam2,,
2168,Ifrd1,,
2169,Polr2b,,
2170,Ndufa5,,
2171,Nsun7,,
2172,Nfx1,,
2173,Rhob,,
2174,4933406I18Rik,,
2175,Gm15539,,
2176,Immt,,
2177,Urod,,
2178,C1qa,,
2179,Mup-ps9,,
2180,Naip1,,
2181,Ythdc1,,
2182,Txnrd2,,
2183,Cyp2c53-ps,,
2184,Mmp21,,
2185,Gm17359,,
2186,Slc26a7,,
2187,1700086O06Rik,,
2188,Fech,,
2189,Nrg1,,
2190,B230219D22Rik,,
2191,Sema4d,,
2192,Gm17450,,
2193,Gm11619,,
2194,Gm8822,,
2195,Gdap10,,
2196,Gm6377,,
2197,Slc25a38,,
2198,Foxs1,,
2199,Fam73a,,
2200,Gpr152,,
2201,Galnt3,,
2202,Ilvbl,,
2203,Pilrb2,,
2204,Cdhr4,,
2205,Creb5,,
2206,AW112010,,
2207,RP24-89J3.3.1,,
2208,Pacs2,,
2209,Arpc1b,,
2210,Fastkd5,,
2211,Tmem165,,
2212,Slc1a3,,
2213,Capg,,
2214,Syngr1,,
2215,Clec4a2,,
2216,Tnfaip2,,
2217,Gm11345,,
2218,P2rx4,,
2219,Traf3,,
2220,Ttyh3,,
2221,Nedd9,,
2222,Rgag4,,
2223,Tmem51,,
2224,Lfng,,
2225,Klra3,,
2226,Apba1,,
2227,Mapk1,,
2228,Nin,,
2229,Ccdc107,,
2230,Junb,,
2231,5730528L13Rik,,
2232,Arhgap39,,
2233,4930455G09Rik,,
2234,Mrps35,,
2235,Tifa,,
2236,Mir5105,,
2237,Ly6a,,
2238,Plk2,,
2239,Ckap4,,
2240,Smpdl3b,,
2241,AA414768,,
2242,Ptgds,,
2243,Skil,,
2244,Gm14471,,
2245,Pfdn1,,
2246,Kif9,,
2247,Ankrd61,,
2248,Gm13069,,
2249,Mmp8,,
2250,9030425E11Rik,,
2251,Mettl5,,
2252,Slc27a6,,
2253,Capza2,,
2254,Hars2,,
2255,Gbp4,,
2256,Marcks,,
2257,0610009O20Rik,,
2258,Litaf,,
2259,C230081A13Rik,,
2260,Pcdhga8,,
2261,Tlr3,,
2262,Cwf19l1,,
2263,Tmpo,,
2264,Fbxo40,,
2265,Dok2,,
2266,Gli3,,
2267,Amhr2,,
2268,Syna,,
2269,Gm11669,,
2270,Whsc1l1,,
2271,Snora47,,
2272,4921531C22Rik,,
2273,Gm10814,,
2274,Olfm1,,
2275,Krba1,,
2276,Ubap1,,
2277,Hdc,,
2278,Exoc6b,,
2279,Ms4a6b,,
2280,Rnf17,,
2281,Dpysl3,,
2282,Gm3604,,
2283,Endou,,
2284,Clk3,,
2285,Stom,,
2286,Fam194a,,
2287,Mup-ps22,,
2288,Diap3,,
2289,Jdp2,,
2290,Wac,,
2291,Ddx60,,
2292,Mkl1,,
2293,Gm14252,,
2294,Atp8a1,,
2295,Ola1,,
2296,Stx12,,
2297,Pdcd1lg2,,
2298,Rlim,,
2299,Gm17603,,
2300,Poglut1,,
2301,Mif,,
2302,Hesx1,,
2303,5730508B09Rik,,
2304,Asb11,,
2305,Spag4,,
2306,Ano7,,
2307,Crip1,,
2308,Dnmt3a,,
2309,Arid3a,,
2310,Gm13699,,
2311,Oas1h,,
